Order of operation,Sf category,Tag category,Tag,Override view value,Conditional tag category,Conditional tag,Override value
93280,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_other_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,dipolar coupling
93290,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.H_bonds_constrained_tot_num,N,Constraint_file,_Constraint_file.Constraint_subtype,hydrogen bond
93300,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Constr_def_H_bonds_tot_num,N,Constraint_file,_Constraint_file.Constraint_subtype,hydrogen bond
93310,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.SS_bonds_constrained_tot_num,N,Constraint_file,_Constraint_file.Constraint_subtype,disulfide bond
93320,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Constr_def_SS_bonds_tot_num,N,Constraint_file,_Constraint_file.Constraint_subtype,disulfide bond
93330,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Dihedral_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
93340,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_dihedral_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,protein dihedral angle
93350,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_phi_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,protein dihedral angle
93360,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_psi_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,protein dihedral angle
93370,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_chi_one_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,protein dihedral angle
93380,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_other_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,protein dihedral angle
93390,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_ambig_dihedral_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,protein dihedral angle
93400,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_other_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,protein other kinds of constraints
93410,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_dihedral_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93420,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_alpha_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93430,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_beta_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93440,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_gamma_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93450,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_delta_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93460,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_epsilon_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93470,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_chi_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93480,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_sugar_pucker_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93490,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_other_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93500,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_amb_dihedral_angle_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid dihedral angle
93510,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_other_tot_num,N,Constraint_file,_Constraint_file.Constraint_type,nucleic acid other kinds of constraints
93520,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Dist_constr_violat_stat_calc_method,N,Constraint_file,_Constraint_file.Constraint_type,distance
93530,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dist_constraint_violation_max,H,Constraint_file,_Constraint_file.Constraint_type,distance
93540,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Upper_dist_constr_violat_max,N,Constraint_file,_Constraint_file.Constraint_type,distance
93550,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Lower_dist_constr_violat_max,N,Constraint_file,_Constraint_file.Constraint_type,distance
93570,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.All_dist_rmsd,N,Constraint_file,_Constraint_file.Constraint_type,distance
93580,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.All_dist_rmsd_err,N,Constraint_file,_Constraint_file.Constraint_type,distance
93590,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_stat_calc_meth,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
93600,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_violat_max,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
93610,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_violat_avg,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
93620,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_angle_rmsd,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
93630,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_angle_rmsd_err,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
93650,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Upper_dist_constr_violat_max,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93660,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Lower_dist_constr_violat_max,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93680,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.All_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93690,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.All_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93700,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Intraresidue_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93710,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Intraresidue_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93720,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Sequential_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93730,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Sequential_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93740,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Short_range_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93750,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Short_range_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93760,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Long_range_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93770,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Long_range_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93780,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Unamb_intermol_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93790,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Unamb_intermol_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93800,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intermol_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93810,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intermol_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93820,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intramol_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93830,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Amb_intramol_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93840,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Hydrogen_bond_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93850,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Hydrogen_bond_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93860,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_stat_calc_meth,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93870,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_violat_max,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93880,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_const_violat_avg,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93890,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_angle_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93900,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dihedral_angle_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93910,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_1H_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93920,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_1H_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93930,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_15N_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93940,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_15N_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93950,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_13C_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93960,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_1H_13C_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93970,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_13C_13C_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93980,constraint_statistics,Constraint_stat_list_ens,_Constraint_stat_list_ens.Dipolar_13C_13C_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Representative_conformer_only,yes
93990,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dist_constraint_viol_max,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94000,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Upper_dist_constr_violat_max,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94010,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Lower_dist_constr_violat_max,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94020,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dist_Constraint_violation_avg,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94030,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Intraresidue_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94040,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Intraresidue_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94050,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Sequential_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94060,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Sequential_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94070,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Short_range_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94080,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Short_range_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94090,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Long_range_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94100,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Long_range_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94110,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Unamb_intermol_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94120,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Unamb_intermol_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94130,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intermol_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94140,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intermol_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94150,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intramol_dist_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94160,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Amb_intramol_dist_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94170,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Hydrogen_bond_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94180,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Hydrogen_bond_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94190,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dihedral_angle_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94200,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dihedral_angle_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94210,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_1H_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94220,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_1H_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94230,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_13C_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94240,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_13C_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94250,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_15N_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94260,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_1H_15N_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94270,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_13C_13C_rmsd,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94280,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dipolar_13C_13C_rmsd_err,H,Conformer_stat_list,_Conformer_stat_list.Conformer_ensemble_only,yes
94290,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dihedral_angle_rmsd,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
94300,constraint_statistics,Constraint_stat_list_rep,_Constraint_stat_list_rep.Dihedral_angle_rmsd_err,N,Constraint_file,_Constraint_file.Constraint_type,(protein dihedral angle)|(nucleic acid dihedral angle)|(other dihedral angle)
94310,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_interproton_dist_evaluation,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94320,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_pseudoatom_corrections,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94340,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_interproton_dist_evaluation,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94350,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_pseudoatom_corrections,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94370,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94380,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_intraresidue_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94390,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_sequential_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94400,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_medium_range_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94410,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_long_range_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94420,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_unique_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94430,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_intraresidue_unique_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94440,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_sequential_unique_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94450,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_medium_range_unique_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94460,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_long_range_unique_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94470,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_unamb_intramol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94480,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_unamb_intermol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94490,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_ambig_intramol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94500,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_ambig_intermol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94510,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_interentity_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94520,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NOE_other_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94530,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94540,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_intraresidue_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94550,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_sequential_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94560,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_medium_range_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94570,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_long_range_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94580,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_unambig_intramol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94590,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_unambig_intermol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94600,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_ambig_intramol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94610,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_ambig_intermol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94620,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.ROE_other_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94630,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_tot_num,N,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94640,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_HH_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94650,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_HNC_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94660,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_NH_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94670,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_CC_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94680,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_CN_i_1_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94690,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_CAHA_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94700,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_HNHA_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94710,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_HNHA_i_1_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94720,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_CAC_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94730,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_CAN_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94740,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_intraresidue_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94750,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_sequential_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94760,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_medium_range_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94770,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_long_range_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94780,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_other_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94790,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_unambig_intramol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94800,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_unambig_intermol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94810,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_ambig_intramol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94820,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_ambig_intermol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94830,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.RDC_intermol_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94840,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Dihedral_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94850,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_dihedral_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94860,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_phi_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94870,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_psi_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94880,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_chi_one_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94890,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_other_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94900,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_ambig_dihedral_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94910,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.Protein_other_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94920,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_dihedral_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
94930,constraint_statistics,Constraint_stat_list,_Constraint_stat_list.NA_alpha_angle_tot_num,H,Constraint_stat_list,_Constraint_stat_list.Stats_not_available,yes
