dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfNameFlg,sfCategoryFlg,sfPointerFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example,prompt
61910,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint expt,,_J_three_bond_constraint_software.Entry_ID,Y,HM,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,,,J_three_bond_constraint_software,Entry_ID,Y,60,Y,OO,OO,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
61920,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint expt,,_J_three_bond_constraint_software.J_three_bond_constraint_list_ID,Y,HM,N,,J three bond constraint list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,J_three_bond_constraint_list,ID,,,,J_three_bond_constraint_software,J_three_bond_constraint_list_ID,Y,70,Y,OO,OO,?,?,?,,N,,5,?,Y,N,,,,?,n/a
61930,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.ID,N,HM,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,,,J_three_bond_constraint,ID,Y,10,Y,VI,VV,?,?,?,,N,,6,?,N,N,,,,?,n/a
61940,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Assembly_atom_ID_1,N,HM,N,,Assembly atom ID 1,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,,,J_three_bond_constraint,Assembly_atom_ID_1,Y,20,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
61950,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_assembly_ID_1,N,HM,N,,Entity assembly ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,,,J_three_bond_constraint,Entity_assembly_ID_1,Y,30,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
61960,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_ID_1,N,HM,N,,Entity ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,,,J_three_bond_constraint,Entity_ID_1,Y,40,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
61970,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_index_ID_1,N,HM,N,,Comp index ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,,,J_three_bond_constraint,Comp_index_ID_1,Y,50,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
61980,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Seq_ID_1,N,HM,N,,Seq ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,,,J_three_bond_constraint,Seq_ID_1,Y,60,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
61990,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_ID_1,N,HM,N,,Comp ID 1,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,,,J_three_bond_constraint,Comp_ID_1,Y,70,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62000,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_ID_1,N,HM,N,,Atom ID 1,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,,,J_three_bond_constraint,Atom_ID_1,Y,80,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62010,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_type_1,N,HM,N,,Atom type 1,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Atom_type_1,Y,90,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62020,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Resonance_ID_1,N,HM,N,,Resonance ID 1,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,,,J_three_bond_constraint,Resonance_ID_1,Y,100,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62030,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Assembly_atom_ID_2,N,HM,N,,Assembly atom ID 2,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,,,J_three_bond_constraint,Assembly_atom_ID_2,Y,110,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62040,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_assembly_ID_2,N,HM,N,,Entity assembly ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,,,J_three_bond_constraint,Entity_assembly_ID_2,Y,120,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62050,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_ID_2,N,HM,N,,Entity ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,,,J_three_bond_constraint,Entity_ID_2,Y,130,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62060,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_index_ID_2,N,HM,N,,Comp index ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,,,J_three_bond_constraint,Comp_index_ID_2,Y,140,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62070,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Seq_ID_2,N,HM,N,,Seq ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,,,J_three_bond_constraint,Seq_ID_2,Y,150,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62080,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_ID_2,N,HM,N,,Comp ID 2,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,,,J_three_bond_constraint,Comp_ID_2,Y,160,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62090,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_ID_2,N,HM,N,,Atom ID 2,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,,,J_three_bond_constraint,Atom_ID_2,Y,170,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62100,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_type_2,N,HM,N,,Atom type 2,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Atom_type_2,Y,180,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62110,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Resonance_ID_2,N,HM,N,,Resonance ID 2,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,,,J_three_bond_constraint,Resonance_ID_2,Y,190,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62120,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Assembly_atom_ID_3,N,HM,N,,Assembly atom ID 3,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,,,J_three_bond_constraint,Assembly_atom_ID_3,Y,200,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62130,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_assembly_ID_3,N,HM,N,,Entity assembly ID 3,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,,,J_three_bond_constraint,Entity_assembly_ID_3,Y,210,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62140,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_ID_3,N,HM,N,,Entity ID 3,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,,,J_three_bond_constraint,Entity_ID_3,Y,220,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62150,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_index_ID_3,N,HM,N,,Comp index ID 3,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,,,J_three_bond_constraint,Comp_index_ID_3,Y,230,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62160,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Seq_ID_3,N,HM,N,,Seq ID 3,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,,,J_three_bond_constraint,Seq_ID_3,Y,240,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62170,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_ID_3,N,HM,N,,Comp ID 3,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,,,J_three_bond_constraint,Comp_ID_3,Y,250,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62180,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_ID_3,N,HM,N,,Atom ID 3,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,,,J_three_bond_constraint,Atom_ID_3,Y,260,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62190,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_type_3,N,HM,N,,Atom type 3,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Atom_type_3,Y,270,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62200,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Resonance_ID_3,N,HM,N,,Resonance ID 3,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,,,J_three_bond_constraint,Resonance_ID_3,Y,280,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62210,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Assembly_atom_ID_4,N,HM,N,,Assembly atom ID 4,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,,,J_three_bond_constraint,Assembly_atom_ID_4,Y,290,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62220,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_assembly_ID_4,N,HM,N,,Entity assembly ID 4,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,,,J_three_bond_constraint,Entity_assembly_ID_4,Y,300,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62230,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entity_ID_4,N,HM,N,,Entity ID 4,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,,,J_three_bond_constraint,Entity_ID_4,Y,310,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62240,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_index_ID_4,N,HM,N,,Comp index ID 4,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,,,J_three_bond_constraint,Comp_index_ID_4,Y,320,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62250,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Seq_ID_4,N,HM,N,,Seq ID 4,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,,,J_three_bond_constraint,Seq_ID_4,Y,330,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62260,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Comp_ID_4,N,HM,N,,Comp ID 4,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,,,J_three_bond_constraint,Comp_ID_4,Y,340,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62270,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_ID_4,N,HM,N,,Atom ID 4,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,,,J_three_bond_constraint,Atom_ID_4,Y,350,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62280,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Atom_type_4,N,HM,N,,Atom type 4,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Atom_type_4,Y,360,Y,VI,VV,?,?,?,,N,,0,?,N,N,,,,?,n/a
62290,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Resonance_ID_4,N,HM,N,,Resonance ID 4,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Resonance,ID,,,,J_three_bond_constraint,Resonance_ID_4,Y,370,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62300,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Coupling_constant_val,N,HM,N,,Coupling constant val,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Coupling_constant_val,Y,380,Y,MI,MM,?,?,?,,N,,0,?,N,N,,,,?,n/a
62310,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Coupling_constant_lower_bound,N,HM,N,,Coupling constant lower bound,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Coupling_constant_lower_bound,Y,390,Y,MI,MM,?,?,?,,N,,0,?,N,N,,,,?,n/a
62320,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Coupling_constant_upper_bound,N,HM,N,,Coupling constant upper bound,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Coupling_constant_upper_bound,Y,400,Y,MI,MM,?,?,?,,N,,0,?,N,N,,,,?,n/a
62330,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Coupling_constant_err,N,HM,N,,Coupling constant err,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Coupling_constant_err,Y,410,Y,MI,MM,?,?,?,,N,,0,?,N,N,,,,?,n/a
62340,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Source_experiment_ID,N,HM,N,,Source experiment ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Experiment,ID,,,,J_three_bond_constraint,Source_experiment_ID,Y,420,Y,OI,OO,?,?,?,,N,,7,?,N,N,,,,?,n/a
62350,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_asym_ID_1,N,HM,N,,Auth asym ID 1,0,CHAR(12),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_asym_ID_1,Y,430,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62360,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_entity_assembly_ID_1,N,HM,N,,Auth entity assembly ID 1,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_entity_assembly_ID_1,Y,440,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62370,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_seq_ID_1,N,HM,N,,Auth seq ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_seq_ID_1,Y,450,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62380,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_comp_ID_1,N,HM,N,,Auth comp ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_comp_ID_1,Y,460,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62390,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_atom_ID_1,N,HM,N,,Auth atom ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_atom_ID_1,Y,470,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62400,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_asym_ID_2,N,HM,N,,Auth asym ID 2,0,CHAR(12),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_asym_ID_2,Y,480,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62410,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_entity_assembly_ID_2,N,HM,N,,Auth entity assembly ID 2,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_entity_assembly_ID_2,Y,490,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62420,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_seq_ID_2,N,HM,N,,Auth seq ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_seq_ID_2,Y,500,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62430,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_comp_ID_2,N,HM,N,,Auth comp ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_comp_ID_2,Y,510,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62440,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_atom_ID_2,N,HM,N,,Auth atom ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_atom_ID_2,Y,520,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62450,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_asym_ID_3,N,HM,N,,Auth asym ID 3,0,CHAR(12),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_asym_ID_3,Y,530,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62460,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_entity_assembly_ID_3,N,HM,N,,Auth entity assembly ID 3,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_entity_assembly_ID_3,Y,540,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62470,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_seq_ID_3,N,HM,N,,Auth seq ID 3,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_seq_ID_3,Y,550,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62480,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_comp_ID_3,N,HM,N,,Auth comp ID 3,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_comp_ID_3,Y,560,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62490,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_atom_ID_3,N,HM,N,,Auth atom ID 3,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_atom_ID_3,Y,570,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62500,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_asym_ID_4,N,HM,N,,Auth asym ID 4,0,CHAR(12),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_asym_ID_4,Y,580,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62510,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_entity_assembly_ID_4,N,HM,N,,Auth entity assembly ID 4,0,INTEGER,int,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_entity_assembly_ID_4,Y,590,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62520,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_seq_ID_4,N,HM,N,,Auth seq ID 4,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_seq_ID_4,Y,600,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62530,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_comp_ID_4,N,HM,N,,Auth comp ID 4,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_comp_ID_4,Y,610,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62540,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Auth_atom_ID_4,N,HM,N,,Auth atom ID 4,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,,,J_three_bond_constraint,Auth_atom_ID_4,Y,620,Y,OI,OO,?,?,?,,N,,0,?,N,N,,,,?,n/a
62550,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Sf_ID,N,HM,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,J_three_bond_constraint_list,Sf_ID,,,,J_three_bond_constraint,Sf_ID,Y,630,Y,II,II,?,?,?,,N,,4,?,N,N,,,,?,n/a
62560,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.Entry_ID,N,HM,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,,,J_three_bond_constraint,Entry_ID,Y,640,Y,VV,VV,?,?,?,,Y,,3,?,N,N,,,,?,n/a
62570,J_three_bond_constraints,N,T6,8,structure,790,J three bond constraint,,_J_three_bond_constraint.J_three_bond_constraint_list_ID,N,HM,N,,J three bond constraint list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,J_three_bond_constraint_list,ID,,,,J_three_bond_constraint,J_three_bond_constraint_list_ID,Y,650,Y,VV,VV,?,?,?,,N,,5,?,N,N,,,,?,n/a
62580,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.Sf_category,Y,HM,N,,Sf category,0,VARCHAR(31),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,,,CA_CB_constraint_list,Sf_category,N,16160,Y,VV,VV,?,?,?,,N,,1,?,Y,N,,,,?,n/a
62590,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.Sf_framecode,Y,HM,N,,Sf framecode,0,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,,,CA_CB_constraint_list,Sf_framecode,N,16170,Y,VV,VV,?,?,?,,N,,2,?,Y,N,,,,?,CA/CB chemical shift constraints label
62600,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.Entry_ID,Y,HM,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,,,CA_CB_constraint_list,Entry_ID,N,16180,Y,VV,VV,?,?,?,,Y,,3,?,Y,N,,,,?,n/a
62610,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.Sf_ID,Y,HM,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,,,CA_CB_constraint_list,Sf_ID,N,16190,Y,II,II,?,?,?,,N,,4,?,Y,N,,,,?,n/a
62620,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.ID,Y,HM,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,,,CA_CB_constraint_list,ID,N,16200,Y,VV,VV,?,?,?,,N,,5,?,Y,N,,,,?,n/a
62630,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.Name,Y,HM,N,,Name,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,CA_CB_constraint_list,Name,N,16210,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,CA/CB chemical shift constraints name
62640,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.Data_file_name,Y,HM,N,,Data file name,0,VARCHAR(127),line,,Y,N,?,?,N,N,N,N,,,,,,,,CA_CB_constraint_list,Data_file_name,N,16220,Y,IO,OO,?,?,?,,N,,0,?,Y,N,,,,?,Data filename
62650,CA_CB_chem_shift_constraints,N,R,8,structure,800,CA CB constraint list,,_CA_CB_constraint_list.Data_file_format,Y,HM,N,,Data file format,0,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,,,CA_CB_constraint_list,Data_file_format,N,16230,Y,OO,OO,?,?,?,,N,,0,?,Y,N,,,,?,n/a
