dictionarySeq,originalCategory,aditCatManFlg,aditCatViewType,aditSuperCatID,aditSuperCatName,aditCatGrpID,aditCatViewName,aditInitialRows,originalTag,aditExists,aditViewFlgs,enumeratedFlg,itemEnumClosedFlg,aditItemViewName,aditFormCode,dbType,bmrbType,dbNullable,internalFlg,rowIndexFlg,lclIDFlg,lclSfIdFlg,sfIdFlg,sfLabelFlg,sfCategoryFlg,sfFramecodeFlg,primaryKey,foreignKeyGroup,foreignTable,foreignColumn,indexFlg,dbTableName,dbColumnName,tagCategory,tagField,loopFlg,seq,dbFlg,validateFlgs,valOverideFlgs,defaultValue,bmrbPdbMatchId,bmrbPdbTransFunc,variableTypeMatch,entryIdFlg,OutputMapExistsFlg,aditAutoInsert,datumCountFlgs,metaDataFlgs,tagDeleteFlgs,RefKeyGroup,RefTable,RefColumn,example
33510,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Figure_of_merit,N,HHHHH,N,,Figure of merit,0,FLOAT,float,,,N,?,?,N,N,N,N,,,,,,DeducedSecdStructFeature,FigureOfMerit,Deduced_secd_struct_feature,Figure_of_merit,Y,120,Y,OIOIOI,OIOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
33520,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Spin_system_ID,N,HHHHH,N,,Spin system ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Spin_system,ID,,DeducedSecdStructFeature,SpinSystemID,Deduced_secd_struct_feature,Spin_system_ID,Y,130,Y,OIOIOI,OIOOOO,?,?,?,,N,?,0,?,N,N,5,Spin_system,ID,?
33530,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Auth_entity_assembly_ID,N,HHHHH,N,,Auth entity assembly ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedSecdStructFeature,AuthEntityAssemblyID,Deduced_secd_struct_feature,Auth_entity_assembly_ID,Y,140,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
33540,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Auth_seq_ID,N,HHHHH,N,,Auth seq ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedSecdStructFeature,AuthSeqID,Deduced_secd_struct_feature,Auth_seq_ID,Y,150,Y,OIOIOI,OIOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
33550,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Auth_comp_ID,N,HHHHH,N,,Auth comp ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedSecdStructFeature,AuthCompID,Deduced_secd_struct_feature,Auth_comp_ID,Y,160,Y,OIOIOI,OIOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
33560,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Auth_atom_ID,N,HHHHH,N,,Auth atom ID,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedSecdStructFeature,AuthAtomID,Deduced_secd_struct_feature,Auth_atom_ID,Y,170,Y,OIOIOI,OIOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
33570,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Sf_ID,N,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Deduced_secd_struct_list,Sf_ID,,DeducedSecdStructFeature,SfID,Deduced_secd_struct_feature,Sf_ID,Y,180,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,N,N,9,Deduced_secd_struct_list,Sf_ID,?
33580,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Entry_ID,N,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,DeducedSecdStructFeature,EntryID,Deduced_secd_struct_feature,Entry_ID,Y,190,Y,VIVIVI,VIVVVV,?,?,?,,Y,?,3,?,N,N,1;2;3;5;10,Atom;Entity_assembly;Entity_comp_index;Spin_system;Deduced_secd_struct_list,Entry_ID;Entry_ID;Entry_ID;Entry_ID;Entry_ID,?
33590,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,,_Deduced_secd_struct_feature.Deduced_secd_struct_list_ID,N,HHHHH,N,,Deduced secd struct list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Deduced_secd_struct_list,ID,,DeducedSecdStructFeature,DeducedSecdStructListID,Deduced_secd_struct_feature,Deduced_secd_struct_list_ID,Y,200,Y,VIVIVI,VIVVVV,?,?,?,,N,?,5,?,N,N,10,Deduced_secd_struct_list,ID,?
33600,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Sf_category,Y,HHHHH,N,,Sf category,0,VARCHAR(127),code,NOT NULL,,N,?,?,N,N,Y,N,,,,,,DeducedHBondList,SfCategory,Deduced_H_bond_list,Sf_category,N,9080,Y,VVVVVV,VVVVVV,?,?,?,,N,?,1,?,Y,N,?,?,?,?
33610,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Sf_framecode,Y,HHHHH,N,,Sf framecode,0,VARCHAR(127),framecode,NOT NULL,,N,?,?,N,Y,N,N,,,,,,DeducedHBondList,SfFramecode,Deduced_H_bond_list,Sf_framecode,N,9090,Y,VVVVVV,VVVVVV,deduced_H_bond_list_1,?,?,,N,?,2,?,Y,N,?,?,?,?
33620,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,Y,?,N,N,N,N,Y,,Entry,ID,,DeducedHBondList,EntryID,Deduced_H_bond_list,Entry_ID,N,9100,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2,Entry;Sample_condition_list,ID;Entry_ID,?
33630,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,,,,DeducedHBondList,SfID,Deduced_H_bond_list,Sf_ID,N,9110,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,?,?,?,?
33640,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.ID,Y,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,,,,DeducedHBondList,DeducedHBondListID,Deduced_H_bond_list,ID,N,9120,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,?,?,?,?
33650,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Data_file_name,Y,YHHHH,N,,Data file name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,DeducedHBondList,DataFileName,Deduced_H_bond_list,Data_file_name,N,9130,Y,IVIVIV,IVIOIO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
33660,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Details,Y,HHHHH,N,,Details,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,DeducedHBondList,Details,Deduced_H_bond_list,Details,N,9140,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
33670,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Sample_condition_list_ID,Y,HHHHH,N,,Sample condition list ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Sample_condition_list,ID,,DeducedHBondList,SampleConditionListID,Deduced_H_bond_list,Sample_condition_list_ID,N,9150,Y,VVVVVV,VVVVVV,?,?,?,,N,?,7,?,Y,N,2,Sample_condition_list,ID,?
33680,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Sample_condition_list_label,Y,HHHHH,N,,Sample condition list label,0,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,DeducedHBondList,SampleConditionListLabel,Deduced_H_bond_list,Sample_condition_list_label,N,9160,Y,OVVVVV,VVVVVV,?,?,?,,N,?,8,?,Y,N,?,?,?,?
33690,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Text_data_format,N,HHHHH,N,,Text data format,0,VARCHAR(31),line,,,N,?,?,N,N,N,N,,,,,,DeducedHBondList,TextDataFormat,Deduced_H_bond_list,Text_data_format,N,9170,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
33700,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,,_Deduced_H_bond_list.Text_data,N,HHHHH,N,,Text data,0,TEXT,text,,,N,?,?,N,N,N,N,,,,,,DeducedHBondList,TextData,Deduced_H_bond_list,Text_data,N,9180,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
33710,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Experiment_ID,Y,HHHHH,N,,Experiment ID,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,Y,,Experiment,ID,,DeducedHBondExperiment,ExperimentID,Deduced_H_bond_experiment,Experiment_ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Experiment,ID,?
33720,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Experiment_name,Y,YHHHH,Y,Y,Experiment name,1,VARCHAR(127),line,,,N,?,?,N,N,N,N,,,,,,DeducedHBondExperiment,ExperimentName,Deduced_H_bond_experiment,Experiment_name,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,0,?,Y,N,?,?,?,?
33730,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Sample_ID,Y,HHHHH,N,,Sample ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Sample,ID,,DeducedHBondExperiment,SampleID,Deduced_H_bond_experiment,Sample_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Sample,ID,?
33740,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Sample_label,Y,HHHHH,N,,Sample label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,DeducedHBondExperiment,SampleLabel,Deduced_H_bond_experiment,Sample_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
33750,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Sample_state,Y,HHHHH,Y,N,Sample state,1,VARCHAR(31),line,NOT NULL,,N,Y,?,N,N,N,N,Y,,,,,DeducedHBondExperiment,SampleState,Deduced_H_bond_experiment,Sample_state,Y,50,Y,OOOOOO,VVVVVV,?,?,?,,N,?,0,?,Y,N,?,?,?,?
33760,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Deduced_H_bond_list,Sf_ID,,DeducedHBondExperiment,SfID,Deduced_H_bond_experiment,Sf_ID,Y,60,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Deduced_H_bond_list,Sf_ID,?
33770,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,DeducedHBondExperiment,EntryID,Deduced_H_bond_experiment,Entry_ID,Y,70,Y,VVVVVV,VVVVVV,?,?,?,,Y,?,3,?,Y,N,1;2;10,Experiment;Sample;Deduced_H_bond_list,Entry_ID;Entry_ID;Entry_ID,?
33780,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,4,_Deduced_H_bond_experiment.Deduced_H_bond_list_ID,Y,HHHHH,N,,Deduced H bond list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Deduced_H_bond_list,ID,,DeducedHBondExperiment,DeducedHBondListID,Deduced_H_bond_experiment,Deduced_H_bond_list_ID,Y,80,Y,VVVVVV,VVVVVV,?,?,?,,N,?,5,?,Y,N,10,Deduced_H_bond_list,ID,?
33790,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,,_Deduced_H_bond_software.Software_ID,Y,HHHHH,N,,Software ID,0,INTEGER,int,NOT NULL,,N,Y,?,N,N,N,N,Y,,Software,ID,,DeducedHBondSoftware,SoftwareID,Deduced_H_bond_software,Software_ID,Y,10,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,1,Software,ID,?
33800,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,,_Deduced_H_bond_software.Software_label,Y,NHHHH,N,,Software label,1,VARCHAR(127),label,NOT NULL,,N,?,?,N,N,N,Y,,,,,,DeducedHBondSoftware,SoftwareLabel,Deduced_H_bond_software,Software_label,Y,20,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
33810,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,,_Deduced_H_bond_software.Method_ID,Y,HHHHH,N,,Method ID,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Method,ID,,DeducedHBondSoftware,MethodID,Deduced_H_bond_software,Method_ID,Y,30,Y,OOOOOO,OOOOOO,?,?,?,,N,?,7,?,Y,N,2,Method,ID,?
33820,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,,_Deduced_H_bond_software.Method_label,Y,HHHHH,N,,Method label,1,VARCHAR(127),label,,,N,?,?,N,N,N,Y,,,,,,DeducedHBondSoftware,MethodLabel,Deduced_H_bond_software,Method_label,Y,40,Y,OOOOOO,OOOOOO,?,?,?,,N,?,8,?,Y,N,?,?,?,?
33830,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,,_Deduced_H_bond_software.Sf_ID,Y,HHHHH,N,,Sf ID,0,INTEGER,int,NOT NULL,Y,N,?,?,Y,N,N,N,,,Deduced_H_bond_list,Sf_ID,,DeducedHBondSoftware,SfID,Deduced_H_bond_software,Sf_ID,Y,50,Y,IIIIII,IIIIII,?,?,?,,N,?,4,?,Y,N,9,Deduced_H_bond_list,Sf_ID,?
33840,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,,_Deduced_H_bond_software.Entry_ID,Y,HHHHH,N,,Entry ID,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,Y,,Entry,ID,,DeducedHBondSoftware,EntryID,Deduced_H_bond_software,Entry_ID,Y,60,Y,OOOOOO,OOOOOO,?,?,?,,Y,?,3,?,Y,N,1;2;10,Software;Method;Deduced_H_bond_list,Entry_ID;Entry_ID;Entry_ID,?
33850,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,,_Deduced_H_bond_software.Deduced_H_bond_list_ID,Y,HHHHH,N,,Deduced H bond list ID,0,INTEGER,int,NOT NULL,,N,Y,Y,N,N,N,N,Y,,Deduced_H_bond_list,ID,,DeducedHBondSoftware,DeducedHBondListID,Deduced_H_bond_software,Deduced_H_bond_list_ID,Y,70,Y,OOOOOO,OOOOOO,?,?,?,,N,?,5,?,Y,N,10,Deduced_H_bond_list,ID,?
33860,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.ID,N,HHHHH,N,,ID,0,INTEGER,int,NOT NULL,,Y,Y,?,N,N,N,N,Y,,,,,DeducedHBond,DeducedHBondID,Deduced_H_bond,ID,Y,10,Y,VIVIVI,VVVVVV,?,?,?,,N,?,6,deduced hydrogen bonds,N,N,?,?,?,?
33870,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Donor_atom_ID,N,HHHHH,N,,Donor atom ID,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,DeducedHBond,DonorAtomID,Deduced_H_bond,Donor_atom_ID,Y,20,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
33880,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_assembly_atom_ID_1,N,HHHHH,N,,Heavy atom assembly atom ID 1,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,DeducedHBond,HeavyAtomAssemblyAtomID1,Deduced_H_bond,Heavy_atom_assembly_atom_ID_1,Y,30,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,1,Atom,Assembly_atom_ID,?
33890,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_entity_assembly_ID_1,N,HHHHH,N,,Heavy atom entity assembly ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,DeducedHBond,HeavyAtomEntityAssemblyID1,Deduced_H_bond,Heavy_atom_entity_assembly_ID_1,Y,40,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,2,Entity_assembly,ID,?
33900,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_entity_ID_1,N,HHHHH,N,,Heavy atom entity ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,DeducedHBond,HeavyAtomEntityID1,Deduced_H_bond,Heavy_atom_entity_ID_1,Y,50,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,3,Entity_comp_index,Entity_ID,?
33910,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_comp_index_ID_1,N,HHHHH,N,,Heavy atom comp index ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,DeducedHBond,HeavyAtomCompIndexID1,Deduced_H_bond,Heavy_atom_comp_index_ID_1,Y,60,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,3,Entity_comp_index,ID,?
33920,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_seq_ID_1,N,HHHHH,N,,Heavy atom seq ID 1,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,DeducedHBond,HeavyAtomSeqID1,Deduced_H_bond,Heavy_atom_seq_ID_1,Y,70,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
33930,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_comp_ID_1,N,HHHHH,N,,Heavy atom comp ID 1,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,DeducedHBond,HeavyAtomCompID1,Deduced_H_bond,Heavy_atom_comp_ID_1,Y,80,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,4,Chem_comp_atom,Comp_ID,?
33940,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_atom_ID_1,N,HHHHH,N,,Heavy atom atom ID 1,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,DeducedHBond,HeavyAtomAtomID1,Deduced_H_bond,Heavy_atom_atom_ID_1,Y,90,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,4,Chem_comp_atom,Atom_ID,?
33950,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_atom_type_1,N,HHHHH,N,,Heavy atom atom type 1,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAtomType1,Deduced_H_bond,Heavy_atom_atom_type_1,Y,100,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
33960,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_assembly_atom_ID_2,N,HHHHH,N,,Heavy atom assembly atom ID 2,0,INTEGER,int,,,N,?,?,N,N,N,N,,,Atom,Assembly_atom_ID,,DeducedHBond,HeavyAtomAssemblyAtomID2,Deduced_H_bond,Heavy_atom_assembly_atom_ID_2,Y,110,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,5,Atom,Assembly_atom_ID,?
33970,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_entity_assembly_ID_2,N,HHHHH,N,,Heavy atom entity assembly ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_assembly,ID,,DeducedHBond,HeavyAtomEntityAssemblyID2,Deduced_H_bond,Heavy_atom_entity_assembly_ID_2,Y,120,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,6,Entity_assembly,ID,?
33980,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_entity_ID_2,N,HHHHH,N,,Heavy atom entity ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity,ID,,DeducedHBond,HeavyAtomEntityID2,Deduced_H_bond,Heavy_atom_entity_ID_2,Y,130,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,7,Entity_comp_index,Entity_ID,?
33990,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_comp_index_ID_2,N,HHHHH,N,,Heavy atom comp index ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_comp_index,ID,,DeducedHBond,HeavyAtomCompIndexID2,Deduced_H_bond,Heavy_atom_comp_index_ID_2,Y,140,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,7,Entity_comp_index,ID,?
34000,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_seq_ID_2,N,HHHHH,N,,Heavy atom seq ID 2,0,INTEGER,int,NOT NULL,,N,?,?,N,N,N,N,,,Entity_poly_seq,Num,,DeducedHBond,HeavyAtomSeqID2,Deduced_H_bond,Heavy_atom_seq_ID_2,Y,150,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
34010,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_comp_ID_2,N,HHHHH,N,,Heavy atom comp ID 2,0,CHAR(12),code,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp,ID,,DeducedHBond,HeavyAtomCompID2,Deduced_H_bond,Heavy_atom_comp_ID_2,Y,160,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,8,Chem_comp_atom,Comp_ID,?
34020,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_atom_ID_2,N,HHHHH,N,,Heavy atom atom ID 2,0,CHAR(12),atcode,NOT NULL,,N,?,?,N,N,N,N,,,Chem_comp_atom,Atom_ID,,DeducedHBond,HeavyAtomAtomID2,Deduced_H_bond,Heavy_atom_atom_ID_2,Y,170,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,8,Chem_comp_atom,Atom_ID,?
34030,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_atom_type_2,N,HHHHH,N,,Heavy atom atom type 2,0,VARCHAR(15),code,NOT NULL,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAtomType2,Deduced_H_bond,Heavy_atom_atom_type_2,Y,180,Y,VIVIVI,VVVVVV,?,?,?,,N,?,0,?,N,N,?,?,?,?
34040,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_auth_entity_assembly_ID_1,N,HHHHH,N,,Heavy atom auth entity assembly ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAuthEntityAssemblyID1,Deduced_H_bond,Heavy_atom_auth_entity_assembly_ID_1,Y,190,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
34050,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_auth_seq_ID_1,N,HHHHH,N,,Heavy atom auth seq ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAuthSeqID1,Deduced_H_bond,Heavy_atom_auth_seq_ID_1,Y,200,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
34060,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_auth_comp_ID_1,N,HHHHH,N,,Heavy atom auth comp ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAuthCompID1,Deduced_H_bond,Heavy_atom_auth_comp_ID_1,Y,210,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
34070,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_auth_atom_ID_1,N,HHHHH,N,,Heavy atom auth atom ID 1,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAuthAtomID1,Deduced_H_bond,Heavy_atom_auth_atom_ID_1,Y,220,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
34080,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_auth_entity_assembly_ID_2,N,HHHHH,N,,Heavy atom auth entity assembly ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAuthEntityAssemblyID2,Deduced_H_bond,Heavy_atom_auth_entity_assembly_ID_2,Y,230,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
34090,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,,_Deduced_H_bond.Heavy_atom_auth_seq_ID_2,N,HHHHH,N,,Heavy atom auth seq ID 2,0,VARCHAR(15),code,,,N,?,?,N,N,N,N,,,,,,DeducedHBond,HeavyAtomAuthSeqID2,Deduced_H_bond,Heavy_atom_auth_seq_ID_2,Y,240,Y,OIOIOI,OOOOOO,?,?,?,,N,?,0,?,N,N,?,?,?,?
