Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
61720,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Assembly_atom_ID_4,N,,INTEGER,,N,,,Atom,Assembly_atom_ID,Y,290,?,N,N,N,?,J_three_bond_constraint,Assembly_atom_ID_4,int,Pointer to '_Atom.Assembly_atom_ID',?
61730,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Entity_assembly_ID_4,N,,INTEGER,NOT NULL,N,,,Entity_assembly,ID,Y,300,?,N,N,N,?,J_three_bond_constraint,Entity_assembly_ID_4,int,Pointer to '_Entity_assembly.ID',?
61740,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Entity_ID_4,N,,INTEGER,NOT NULL,N,,,Entity,ID,Y,310,?,N,N,N,?,J_three_bond_constraint,Entity_ID_4,int,Pointer to '_Entity.ID',?
61750,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Comp_index_ID_4,N,,INTEGER,NOT NULL,N,,,Entity_comp_index,ID,Y,320,?,N,N,N,?,J_three_bond_constraint,Comp_index_ID_4,int,Pointer to '_Entity_comp_index.ID',?
61760,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Seq_ID_4,N,,INTEGER,NOT NULL,N,,,Entity_poly_seq,Num,Y,330,?,N,N,N,?,J_three_bond_constraint,Seq_ID_4,int,Pointer to '_Entity_poly_seq.Num',?
61770,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Comp_ID_4,N,,CHAR(12),NOT NULL,N,,,Chem_comp,ID,Y,340,?,N,N,N,?,J_three_bond_constraint,Comp_ID_4,code,Pointer to '_Chem_comp.ID',?
61780,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Atom_ID_4,N,,CHAR(12),NOT NULL,N,,,Chem_comp_atom,Atom_ID,Y,350,?,N,N,N,?,J_three_bond_constraint,Atom_ID_4,atcode,Pointer to '_Chem_comp_atom.Atom_ID',?
61790,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Atom_type_4,N,,VARCHAR(15),NOT NULL,N,,,,,Y,360,?,N,N,N,?,J_three_bond_constraint,Atom_type_4,code,Standard symbol used to define the atom element type.,?
61800,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Resonance_ID_4,N,,INTEGER,,N,,,Resonance,ID,Y,370,?,N,N,N,?,J_three_bond_constraint,Resonance_ID_4,int,Pointer to '_Resonance.ID',?
61810,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Coupling_constant_val,N,,FLOAT,,N,,,,,Y,380,?,N,N,N,?,J_three_bond_constraint,Coupling_constant_val,float,Value for the J three bond constraint when a single value is reported.,?
61820,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Coupling_constant_lower_bound,N,,FLOAT,,N,,,,,Y,390,?,N,N,N,?,J_three_bond_constraint,Coupling_constant_lower_bound,float,Value for the lower bound of a J three bond constraint.,?
61830,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Coupling_constant_upper_bound,N,,FLOAT,,N,,,,,Y,400,?,N,N,N,?,J_three_bond_constraint,Coupling_constant_upper_bound,float,Value for the upper bound of a J three bond constraint.,?
61840,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Coupling_constant_err,N,,FLOAT,,N,,,,,Y,410,?,N,N,N,?,J_three_bond_constraint,Coupling_constant_err,float,Estimated error in the reported J three bond constraint value.,?
61850,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Source_experiment_ID,N,,INTEGER,,N,,,Experiment,ID,Y,420,?,N,N,N,?,J_three_bond_constraint,Source_experiment_ID,int,Pointer to '_Experiment.ID',?
61860,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_asym_ID_1,N,,CHAR(12),,N,,,,,Y,430,?,N,N,N,?,J_three_bond_constraint,Auth_asym_ID_1,code,An alternative identifier for Asym_ID that may be provided by an author.,?
61870,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_entity_assembly_ID_1,N,,INTEGER,,N,,,,,Y,440,2,N,N,N,?,J_three_bond_constraint,Auth_entity_assembly_ID_1,int,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,?
61880,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_seq_ID_1,N,,VARCHAR(15),,N,,,,,Y,450,-3,N,N,N,?,J_three_bond_constraint,Auth_seq_ID_1,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
61890,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_comp_ID_1,N,,VARCHAR(15),,N,,,,,Y,460,DPN,N,N,N,?,J_three_bond_constraint,Auth_comp_ID_1,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
61900,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_atom_ID_1,N,,VARCHAR(15),,N,,,,,Y,470,HB1,N,N,N,?,J_three_bond_constraint,Auth_atom_ID_1,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
61910,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_asym_ID_2,N,,CHAR(12),,N,,,,,Y,480,?,N,N,N,?,J_three_bond_constraint,Auth_asym_ID_2,code,An alternative identifier for Asym_ID that may be provided by an author.,?
61920,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_entity_assembly_ID_2,N,,INTEGER,,N,,,,,Y,490,2,N,N,N,?,J_three_bond_constraint,Auth_entity_assembly_ID_2,int,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,?
61930,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_seq_ID_2,N,,VARCHAR(15),,N,,,,,Y,500,-3,N,N,N,?,J_three_bond_constraint,Auth_seq_ID_2,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
61940,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_comp_ID_2,N,,VARCHAR(15),,N,,,,,Y,510,DPN,N,N,N,?,J_three_bond_constraint,Auth_comp_ID_2,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
61950,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_atom_ID_2,N,,VARCHAR(15),,N,,,,,Y,520,HB1,N,N,N,?,J_three_bond_constraint,Auth_atom_ID_2,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
61960,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_asym_ID_3,N,,CHAR(12),,N,,,,,Y,530,?,N,N,N,?,J_three_bond_constraint,Auth_asym_ID_3,code,An alternative identifier for Asym_ID that may be provided by an author.,?
61970,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_entity_assembly_ID_3,N,,INTEGER,,N,,,,,Y,540,2,N,N,N,?,J_three_bond_constraint,Auth_entity_assembly_ID_3,int,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,?
61980,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_seq_ID_3,N,,VARCHAR(15),,N,,,,,Y,550,-3,N,N,N,?,J_three_bond_constraint,Auth_seq_ID_3,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
61990,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_comp_ID_3,N,,VARCHAR(15),,N,,,,,Y,560,DPN,N,N,N,?,J_three_bond_constraint,Auth_comp_ID_3,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
62000,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_atom_ID_3,N,,VARCHAR(15),,N,,,,,Y,570,HB1,N,N,N,?,J_three_bond_constraint,Auth_atom_ID_3,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
62010,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_asym_ID_4,N,,CHAR(12),,N,,,,,Y,580,?,N,N,N,?,J_three_bond_constraint,Auth_asym_ID_4,code,An alternative identifier for Asym_ID that may be provided by an author.,?
62020,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_entity_assembly_ID_4,N,,INTEGER,,N,,,,,Y,590,2,N,N,N,?,J_three_bond_constraint,Auth_entity_assembly_ID_4,int,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,?
62030,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_seq_ID_4,N,,VARCHAR(15),,N,,,,,Y,600,-3,N,N,N,?,J_three_bond_constraint,Auth_seq_ID_4,code,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?
62040,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_comp_ID_4,N,,VARCHAR(15),,N,,,,,Y,610,DPN,N,N,N,?,J_three_bond_constraint,Auth_comp_ID_4,code,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
62050,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Auth_atom_ID_4,N,,VARCHAR(15),,N,,,,,Y,620,HB1,N,N,N,?,J_three_bond_constraint,Auth_atom_ID_4,code,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,?
62060,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Sf_ID,N,,INTEGER,NOT NULL,N,,,J_three_bond_constraint_list,Sf_ID,Y,630,?,N,N,N,?,J_three_bond_constraint,Sf_ID,int,Pointer to '_J_three_bond_constraint_list.Sf_ID',?
62070,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,Y,640,?,N,N,N,?,J_three_bond_constraint,Entry_ID,code,Pointer to '_Entry.ID',?
62080,J_three_bond_constraints,8,structure,790,J three bond constraint,_J_three_bond_constraint.J_three_bond_constraint_list_ID,N,,INTEGER,NOT NULL,N,,Y,J_three_bond_constraint_list,ID,Y,650,?,N,N,N,?,J_three_bond_constraint,J_three_bond_constraint_list_ID,int,Pointer to '_J_three_bond_constraint_list.ID',?
62090,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Sf_category,N,,VARCHAR(31),NOT NULL,N,,,,,N,15920,?,N,Y,N,?,CA_CB_constraint_list,Sf_category,code,Category definition for the information content of the saveframe,?
62100,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,15930,?,Y,N,N,?,CA_CB_constraint_list,Sf_framecode,framecode,A label for the saveframe that describes in very brief terms the information contained in the saveframe.,?
62110,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,N,15940,?,N,N,N,?,CA_CB_constraint_list,Entry_ID,code,Pointer to '_Entry.ID',?
62120,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Sf_ID,N,,INTEGER,NOT NULL,N,Y,,,,N,15950,?,N,N,N,?,CA_CB_constraint_list,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
62130,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,15960,?,N,N,N,?,CA_CB_constraint_list,ID,int,Unique identifier for the list of reported CA/CB chemical shift constraints..,?
62140,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Name,N,,VARCHAR(127),,N,,,,,N,15970,?,N,N,N,?,CA_CB_constraint_list,Name,line,A name assigned to the save frame.,?
62150,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Data_file_name,N,,VARCHAR(127),,N,,,,,N,15980,?,N,N,N,?,CA_CB_constraint_list,Data_file_name,line,Name of the file that contains the CA/CB chemical shift constraints.,?
62160,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Data_file_format,N,,VARCHAR(127),,N,,,,,N,15990,XPLOR,N,N,N,?,CA_CB_constraint_list,Data_file_format,line,File format for the CA and CB chemical shift restraints.,?
62170,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Constraint_file_ID,N,,INTEGER,,N,,,Constraint_file,ID,N,16000,?,N,N,N,?,CA_CB_constraint_list,Constraint_file_ID,int,Pointer to '_Constraint_file.ID',?
62180,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Block_ID,N,,INTEGER,,N,,,Constraint_file,Block_ID,N,16010,?,N,N,N,?,CA_CB_constraint_list,Block_ID,int,Pointer to '_Constraint_file.Block_ID',?
62190,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Units,N,,VARCHAR(31),NOT NULL,N,,,,,N,16020,?,N,N,N,?,CA_CB_constraint_list,Units,code,The units assigned to the CA-CB chemical shift constraint values.,?
62200,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Details,N,,TEXT,,N,,,,,N,16030,?,N,N,N,?,CA_CB_constraint_list,Details,text,Text description providing additional information about the reported CA and CB chemical shift constraints.,?
62210,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Text_data_format,N,,VARCHAR(127),,N,,,,,N,16040,?,N,N,N,?,CA_CB_constraint_list,Text_data_format,line,The data format used to represent the CA/CB chemical shift constraint data as ASCII text in the text block that is the value to the '_CA_CB_constraint_list.Text_data' tag.,?
62220,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint list,_CA_CB_constraint_list.Text_data,N,,TEXT,,N,,,,,N,16050,?,N,N,N,?,CA_CB_constraint_list,Text_data,text,A set of CA/CB chemical shift constraint data formatted as ASCII text.,?
62230,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Experiment_ID,N,,INTEGER,NOT NULL,N,,Y,Experiment,ID,Y,10,?,N,N,N,?,CA_CB_constraint_expt,Experiment_ID,int,Pointer to '_Experiment.ID',?
62240,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Experiment_name,N,,VARCHAR(127),,N,,,Experiment,Name,Y,20,?,N,N,N,?,CA_CB_constraint_expt,Experiment_name,line,Pointer to '_Experiment.Name',?
62250,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Method_ID,N,,INTEGER,,N,,,Method,ID,Y,30,?,N,N,N,?,CA_CB_constraint_expt,Method_ID,int,Pointer to '_Method.ID',?
62260,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Method_label,N,,VARCHAR(127),,N,,,Method,Sf_framecode,Y,40,?,N,N,Y,?,CA_CB_constraint_expt,Method_label,framecode,Pointer to a saveframe of the category 'method',?
62270,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Sample_ID,N,,INTEGER,,N,,,Sample,ID,Y,50,?,N,N,N,?,CA_CB_constraint_expt,Sample_ID,int,Pointer to '_Sample.ID',?
62280,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Sample_label,N,,VARCHAR(127),,N,,,Sample,Sf_framecode,Y,60,?,N,N,Y,?,CA_CB_constraint_expt,Sample_label,framecode,Sample(s) used in deriving the data,?
62290,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Sample_state,Y,N,VARCHAR(31),,N,,,,,Y,70,?,N,N,N,?,CA_CB_constraint_expt,Sample_state,line,Physical state of the sample either anisotropic or isotropic.,?
62300,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Sf_ID,N,,INTEGER,NOT NULL,N,,,CA_CB_constraint_list,Sf_ID,Y,80,?,N,N,N,?,CA_CB_constraint_expt,Sf_ID,int,Pointer to '_CA_CB_constraint_list.Sf_ID',?
62310,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,Y,90,?,N,N,N,?,CA_CB_constraint_expt,Entry_ID,code,Pointer to '_Entry.ID',?
62320,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_expt.CA_CB_constraint_list_ID,N,,INTEGER,NOT NULL,N,,Y,CA_CB_constraint_list,ID,Y,100,?,N,N,N,?,CA_CB_constraint_expt,CA_CB_constraint_list_ID,int,Pointer to '_CA_CB_constraint_list.ID',?
62330,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_software.Software_ID,N,,INTEGER,NOT NULL,N,,Y,Software,ID,Y,10,?,N,N,N,?,CA_CB_constraint_software,Software_ID,int,Pointer to '_Software.ID',?
62340,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_software.Software_label,N,,VARCHAR(127),NOT NULL,N,,,Software,Sf_framecode,Y,20,?,N,N,Y,?,CA_CB_constraint_software,Software_label,framecode,Pointer to a saveframe of the category 'software',?
62350,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_software.Method_ID,N,,INTEGER,,N,,,Method,ID,Y,30,?,N,N,N,?,CA_CB_constraint_software,Method_ID,int,Pointer to '_Method.ID',?
62360,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_software.Method_label,N,,VARCHAR(127),,N,,,Method,Sf_framecode,Y,40,?,N,N,Y,?,CA_CB_constraint_software,Method_label,framecode,Pointer to a saveframe of the category 'method',?
62370,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_software.Sf_ID,N,,INTEGER,NOT NULL,N,,,CA_CB_constraint_list,Sf_ID,Y,50,?,N,N,N,?,CA_CB_constraint_software,Sf_ID,int,Pointer to '_CA_CB_constraint_list.Sf_ID',?
62380,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_software.Entry_ID,N,,CHAR(12),NOT NULL,N,,Y,Entry,ID,Y,60,?,N,N,N,?,CA_CB_constraint_software,Entry_ID,code,Pointer to '_Entry.ID',?
62390,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint expt,_CA_CB_constraint_software.CA_CB_constraint_list_ID,N,,INTEGER,NOT NULL,N,,Y,CA_CB_constraint_list,ID,Y,70,?,N,N,N,?,CA_CB_constraint_software,CA_CB_constraint_list_ID,int,Pointer to '_CA_CB_constraint_list.ID',?
62400,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.ID,N,,INTEGER,NOT NULL,Y,,Y,,,Y,10,?,N,N,N,?,CA_CB_constraint,ID,int,Unique identifier for the reported CA/CB chemical shift constraint within the list of constraints contained in one save frame.,?
62410,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Assembly_atom_ID_1,N,,INTEGER,,N,,,Atom,Assembly_atom_ID,Y,20,?,N,N,N,?,CA_CB_constraint,Assembly_atom_ID_1,int,Pointer to '_Atom.Assembly_atom_ID',?
62420,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Entity_assembly_ID_1,N,,INTEGER,NOT NULL,N,,,Entity_assembly,ID,Y,30,?,N,N,N,?,CA_CB_constraint,Entity_assembly_ID_1,int,Pointer to '_Entity_assembly.ID',?
62430,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Entity_ID_1,N,,INTEGER,NOT NULL,N,,,Entity,ID,Y,40,?,N,N,N,?,CA_CB_constraint,Entity_ID_1,int,Pointer to '_Entity.ID',?
62440,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Comp_index_ID_1,N,,INTEGER,NOT NULL,N,,,Entity_comp_index,ID,Y,50,?,N,N,N,?,CA_CB_constraint,Comp_index_ID_1,int,Pointer to '_Entity_comp_index.ID',?
62450,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Seq_ID_1,N,,INTEGER,NOT NULL,N,,,Entity_poly_seq,Num,Y,60,?,N,N,N,?,CA_CB_constraint,Seq_ID_1,int,Pointer to '_Entity_poly_seq.Num',?
62460,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Comp_ID_1,N,,CHAR(12),NOT NULL,N,,,Chem_comp,ID,Y,70,?,N,N,N,?,CA_CB_constraint,Comp_ID_1,code,Pointer to '_Chem_comp.ID',?
62470,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Atom_ID_1,N,,CHAR(12),NOT NULL,N,,,Chem_comp_atom,Atom_ID,Y,80,?,N,N,N,?,CA_CB_constraint,Atom_ID_1,atcode,Pointer to '_Chem_comp_atom.Atom_ID',?
62480,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Atom_type_1,N,,VARCHAR(15),NOT NULL,N,,,,,Y,90,?,N,N,N,?,CA_CB_constraint,Atom_type_1,code,Standard symbol used to define the atom element type.,?
62490,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Resonance_ID_1,N,,INTEGER,,N,,,Resonance,ID,Y,100,?,N,N,N,?,CA_CB_constraint,Resonance_ID_1,int,Pointer to '_Resonance.ID',?
62500,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Assembly_atom_ID_2,N,,INTEGER,,N,,,Atom,Assembly_atom_ID,Y,110,?,N,N,N,?,CA_CB_constraint,Assembly_atom_ID_2,int,Pointer to '_Atom.Assembly_atom_ID',?
62510,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Entity_assembly_ID_2,N,,INTEGER,NOT NULL,N,,,Entity_assembly,ID,Y,120,?,N,N,N,?,CA_CB_constraint,Entity_assembly_ID_2,int,Pointer to '_Entity_assembly.ID',?
62520,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Entity_ID_2,N,,INTEGER,NOT NULL,N,,,Entity,ID,Y,130,?,N,N,N,?,CA_CB_constraint,Entity_ID_2,int,Pointer to '_Entity.ID',?
62530,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Comp_index_ID_2,N,,INTEGER,NOT NULL,N,,,Entity_comp_index,ID,Y,140,?,N,N,N,?,CA_CB_constraint,Comp_index_ID_2,int,Pointer to '_Entity_comp_index.ID',?
62540,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Seq_ID_2,N,,INTEGER,NOT NULL,N,,,Entity_poly_seq,Num,Y,150,?,N,N,N,?,CA_CB_constraint,Seq_ID_2,int,Pointer to '_Entity_poly_seq.Num',?
62550,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Comp_ID_2,N,,CHAR(12),NOT NULL,N,,,Chem_comp,ID,Y,160,?,N,N,N,?,CA_CB_constraint,Comp_ID_2,code,Pointer to '_Chem_comp.ID',?
62560,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Atom_ID_2,N,,CHAR(12),NOT NULL,N,,,Chem_comp_atom,Atom_ID,Y,170,?,N,N,N,?,CA_CB_constraint,Atom_ID_2,atcode,Pointer to '_Chem_comp_atom.Atom_ID',?
62570,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Atom_type_2,N,,VARCHAR(15),NOT NULL,N,,,,,Y,180,?,N,N,N,?,CA_CB_constraint,Atom_type_2,code,Standard symbol used to define the atom element type.,?
62580,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Resonance_ID_2,N,,INTEGER,,N,,,Resonance,ID,Y,190,?,N,N,N,?,CA_CB_constraint,Resonance_ID_2,int,Pointer to '_Resonance.ID',?
62590,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Assembly_atom_ID_3,N,,INTEGER,,N,,,Atom,Assembly_atom_ID,Y,200,?,N,N,N,?,CA_CB_constraint,Assembly_atom_ID_3,int,Pointer to '_Atom.Assembly_atom_ID',?
62600,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Entity_assembly_ID_3,N,,INTEGER,NOT NULL,N,,,Entity_assembly,ID,Y,210,?,N,N,N,?,CA_CB_constraint,Entity_assembly_ID_3,int,Pointer to '_Entity_assembly.ID',?
62610,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Entity_ID_3,N,,INTEGER,NOT NULL,N,,,Entity,ID,Y,220,?,N,N,N,?,CA_CB_constraint,Entity_ID_3,int,Pointer to '_Entity.ID',?
62620,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Comp_index_ID_3,N,,INTEGER,NOT NULL,N,,,Entity_comp_index,ID,Y,230,?,N,N,N,?,CA_CB_constraint,Comp_index_ID_3,int,Pointer to '_Entity_comp_index.ID',?
62630,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Seq_ID_3,N,,INTEGER,NOT NULL,N,,,Entity_poly_seq,Num,Y,240,?,N,N,N,?,CA_CB_constraint,Seq_ID_3,int,Pointer to '_Entity_poly_seq.Num',?
62640,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Comp_ID_3,N,,CHAR(12),NOT NULL,N,,,Chem_comp,ID,Y,250,?,N,N,N,?,CA_CB_constraint,Comp_ID_3,code,Pointer to '_Chem_comp.ID',?
62650,CA_CB_chem_shift_constraints,8,structure,800,CA CB constraint,_CA_CB_constraint.Atom_ID_3,N,,CHAR(12),NOT NULL,N,,,Chem_comp_atom,Atom_ID,Y,260,?,N,N,N,?,CA_CB_constraint,Atom_ID_3,atcode,Pointer to '_Chem_comp_atom.Atom_ID',?
