Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_alt_ID_1,,,,,,N,H,,M,,,N,,,,,,Auth alt ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,850,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_alt_ID_1,?,?,N,,N,N,code,,,,,Author's alternate location identifier.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_atom_name_1,,,,,,N,H,,M,,,N,,,,,,Auth atom name 1,CHAR(12),,,,,N,N,,,,,,,,,Y,860,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_atom_name_1,?,?,N,,N,N,atcode,,,,,Author's atom name.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_entity_assembly_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth entity assembly ID 2,INTEGER,,,,,N,N,,,,,,,,,Y,870,,,,,,0,2,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_entity_assembly_ID_2,?,?,N,,N,N,int,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_asym_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth asym ID 2,CHAR(12),,,,,N,N,,,,,,,,,Y,880,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_asym_ID_2,?,?,Y,,N,N,code,,,,,An alternative identifier for Asym_ID that may be provided by an author.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_chain_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth chain ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,890,,,,,,0,A,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_chain_ID_2,?,?,N,,N,N,code,,,,,Author assigned chain ID,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_seq_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth seq ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,900,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_seq_ID_2,?,?,Y,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_comp_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth comp ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,910,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_comp_ID_2,?,?,Y,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_atom_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth atom ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,920,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_atom_ID_2,?,?,Y,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_alt_ID_2,,,,,,N,H,,M,,,N,,,,,,Auth alt ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,930,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_alt_ID_2,?,?,N,,N,N,code,,,,,Author's alternate location identifier.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_atom_name_2,,,,,,N,H,,M,,,N,,,,,,Auth atom name 2,CHAR(12),,,,,N,N,,,,,,,,,Y,940,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_atom_name_2,?,?,N,,N,N,atcode,,,,,Author's atom name.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_entity_assembly_ID_3,,,,,,N,H,,M,,,N,,,,,,Auth entity assembly ID 3,INTEGER,,,,,N,N,,,,,,,,,Y,950,,,,,,0,2,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_entity_assembly_ID_3,?,?,N,,N,N,int,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_asym_ID_3,,,,,,N,H,,M,,,N,,,,,,Auth asym ID 3,CHAR(12),,,,,N,N,,,,,,,,,Y,960,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_asym_ID_3,?,?,Y,,N,N,code,,,,,An alternative identifier for Asym_ID that may be provided by an author.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_chain_ID_3,,,,,,N,H,,M,,,N,,,,,,Auth chain ID 3,VARCHAR(15),,,,,N,N,,,,,,,,,Y,970,,,,,,0,A,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_chain_ID_3,?,?,N,,N,N,code,,,,,Author assigned chain ID,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_seq_ID_3,,,,,,N,H,,M,,,N,,,,,,Auth seq ID 3,VARCHAR(15),,,,,N,N,,,,,,,,,Y,980,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_seq_ID_3,?,?,Y,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_comp_ID_3,,,,,,N,H,,M,,,N,,,,,,Auth comp ID 3,VARCHAR(15),,,,,N,N,,,,,,,,,Y,990,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_comp_ID_3,?,?,Y,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_atom_ID_3,,,,,,N,H,,M,,,N,,,,,,Auth atom ID 3,VARCHAR(15),,,,,N,N,,,,,,,,,Y,1000,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_atom_ID_3,?,?,Y,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_alt_ID_3,,,,,,N,H,,M,,,N,,,,,,Auth alt ID 3,VARCHAR(15),,,,,N,N,,,,,,,,,Y,1010,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_alt_ID_3,?,?,N,,N,N,code,,,,,Author's alternate location identifier.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_atom_name_3,,,,,,N,H,,M,,,N,,,,,,Auth atom name 3,CHAR(12),,,,,N,N,,,,,,,,,Y,1020,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_atom_name_3,?,?,N,,N,N,atcode,,,,,Author's atom name.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_entity_assembly_ID_4,,,,,,N,H,,M,,,N,,,,,,Auth entity assembly ID 4,INTEGER,,,,,N,N,,,,,,,,,Y,1030,,,,,,0,2,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_entity_assembly_ID_4,?,?,N,,N,N,int,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_asym_ID_4,,,,,,N,H,,M,,,N,,,,,,Auth asym ID 4,CHAR(12),,,,,N,N,,,,,,,,,Y,1040,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_asym_ID_4,?,?,Y,,N,N,code,,,,,An alternative identifier for Asym_ID that may be provided by an author.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_chain_ID_4,,,,,,N,H,,M,,,N,,,,,,Auth chain ID 4,VARCHAR(15),,,,,N,N,,,,,,,,,Y,1050,,,,,,0,A,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_chain_ID_4,?,?,N,,N,N,code,,,,,Author assigned chain ID,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_seq_ID_4,,,,,,N,H,,M,,,N,,,,,,Auth seq ID 4,VARCHAR(15),,,,,N,N,,,,,,,,,Y,1060,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_seq_ID_4,?,?,Y,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value for Seq_ID or Comp_index_ID.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_comp_ID_4,,,,,,N,H,,M,,,N,,,,,,Auth comp ID 4,VARCHAR(15),,,,,N,N,,,,,,,,,Y,1070,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_comp_ID_4,?,?,Y,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_atom_ID_4,,,,,,N,H,,M,,,N,,,,,,Auth atom ID 4,VARCHAR(15),,,,,N,N,,,,,,,,,Y,1080,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_atom_ID_4,?,?,Y,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_alt_ID_4,,,,,,N,H,,M,,,N,,,,,,Auth alt ID 4,VARCHAR(15),,,,,N,N,,,,,,,,,Y,1090,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_alt_ID_4,?,?,N,,N,N,code,,,,,Author's alternate location identifier.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Auth_atom_name_4,,,,,,N,H,,M,,,N,,,,,,Auth atom name 4,CHAR(12),,,,,N,N,,,,,,,,,Y,1100,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Torsion_angle_constraint,Auth_atom_name_4,?,?,N,,N,N,atcode,,,,,Author's atom name.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Torsion_angle_constraint_list,Sf_ID,,,,Y,1110,,,,,,4,?,n/a,Pointer to '_Torsion_angle_constraint_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Torsion_angle_constraint,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Entry_ID,,Entry ID,C,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,1120,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,I,,,,,V,V,,,,,?,0,Torsion_angle_constraint,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_Torsion_angle_constraint.Torsion_angle_constraint_list_ID,,,,,,N,H,,M,,,N,,,,,,Torsion angle constraint list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Torsion_angle_constraint_list,ID,,,,Y,1130,,,,,,5,?,n/a,Pointer to '_Torsion_angle_constraint_list.ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.ID,V,I,,,,,V,V,,,,,?,0,Torsion_angle_constraint,Torsion_angle_constraint_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.ID',,N,,Y,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,An integer value that uniquely identifies the comment extracted from the torsion angle constraint file.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,ID,Y,?,N,,N,N,int,,,,,An integer value that uniquely identifies the comment extracted from the torsion angle constraint file.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Comment_text,,,,,,N,H,,M,,,N,,,,,,Comment text,TEXT,NOT NULL,,,,N,N,,,,,,,,,Y,20,,,,,,0,?,n/a,The text of the comment parsed from the torsion angle constraint file.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,Comment_text,?,?,N,,N,N,text,,,,,The text of the comment parsed from the torsion angle constraint file.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Comment_begin_line,,,,,,N,H,,M,,,N,,,,,,Comment begin line,INTEGER,,,,,N,N,,,,,,,,,Y,30,,,,,,0,?,n/a,The line in the torsion angle constraint file where the comment begins.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,Comment_begin_line,?,?,N,,N,N,int,,,,,The line in the torsion angle constraint file where the comment begins.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Comment_begin_column,,,,,,N,H,,M,,,N,,,,,,Comment begin column,INTEGER,,,,,N,N,,,,,,,,,Y,40,,,,,,0,?,n/a,The column in the torsion angle constraint file where the comment begins.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,Comment_begin_column,?,?,N,,N,N,int,,,,,The column in the torsion angle constraint file where the comment begins.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Comment_end_line,,,,,,N,H,,M,,,N,,,,,,Comment end line,INTEGER,,,,,N,N,,,,,,,,,Y,50,,,,,,0,?,n/a,The line in the torsion angle constraint file where the comment ends.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,Comment_end_line,?,?,N,,N,N,int,,,,,The line in the torsion angle constraint file where the comment ends.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Comment_end_column,,,,,,N,H,,M,,,N,,,,,,Comment end column,INTEGER,,,,,N,N,,,,,,,,,Y,60,,,,,,0,?,n/a,The column in the torsion angle constraint file where the comment ends.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,Comment_end_column,?,?,N,,N,N,int,,,,,The column in the torsion angle constraint file where the comment ends.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Torsion_angle_constraint_list,Sf_ID,,,,Y,70,,,,,,4,?,n/a,Pointer to '_Torsion_angle_constraint_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,TA_constraint_comment_org,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Entry_ID,,,,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,80,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_comment_org.Torsion_angle_constraint_list_ID,,,,,,N,H,,M,,,N,,,,,,Torsion angle constraint list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Torsion_angle_constraint_list,ID,,,,Y,90,,,,,,5,?,n/a,Pointer to '_Torsion_angle_constraint_list.ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_comment_org,Torsion_angle_constraint_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.ID',,N,,Y,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,An integer value that uniquely identifies the error that occurred in parsing the torsion angle constaint file.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,ID,Y,?,N,,N,N,int,,,,,An integer value that uniquely identifies the error that occurred in parsing the torsion angle constaint file.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.Content,,,,,,N,H,,M,,,N,,,,,,Content,TEXT,NOT NULL,,,,N,N,,,,,,,,,Y,20,,,,,,0,?,n/a,The text content of the parse error.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,Content,?,?,N,,N,N,text,,,,,The text content of the parse error.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.Begin_line,,,,,,N,H,,M,,,N,,,,,,Begin line,INTEGER,,,,,N,N,,,,,,,,,Y,30,,,,,,0,?,n/a,The line in the torsion angle constraint file where the parse error began.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,Begin_line,?,?,N,,N,N,int,,,,,The line in the torsion angle constraint file where the parse error began.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.Begin_column,,,,,,N,H,,M,,,N,,,,,,Begin column,INTEGER,,,,,N,N,,,,,,,,,Y,40,,,,,,0,?,n/a,The column in the torsion angle constraint file where the parse error began.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,Begin_column,?,?,N,,N,N,int,,,,,The column in the torsion angle constraint file where the parse error began.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.End_line,,,,,,N,H,,M,,,N,,,,,,End line,INTEGER,,,,,N,N,,,,,,,,,Y,50,,,,,,0,?,n/a,The line in the torsion angle constraint file where the parse error ended.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,End_line,?,?,N,,N,N,int,,,,,The line in the torsion angle constraint file where the parse error ended.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.End_column,,,,,,N,H,,M,,,N,,,,,,End column,INTEGER,,,,,N,N,,,,,,,,,Y,60,,,,,,0,?,n/a,The column in the torsion angle constraint file where the parse error ended.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,End_column,?,?,N,,N,N,int,,,,,The column in the torsion angle constraint file where the parse error ended.,,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Torsion_angle_constraint_list,Sf_ID,,,,Y,70,,,,,,4,?,n/a,Pointer to '_Torsion_angle_constraint_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Torsion_angle_constraint_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,TA_constraint_parse_err,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Torsion_angle_constraint_list.Sf_ID',,N,,?,,,,,,,,?,?,?
,torsion_angle_constraints,N,T6,8,structure,760,Torsion angle constraint,_TA_constraint_parse_err.Entry_ID,,,,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,80,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,I,,,,,O,O,,,,,?,0,TA_constraint_parse_err,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
