Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
53800,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Auth_seq_ID_1,,,,,,Y,H,,M,,,N,,,,,,Auth seq ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,220,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,I,,,,,?,0,Structure_interaction,Auth_seq_ID_1,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,,N,,?,,,,,,,,?,?,?
53810,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Auth_comp_ID_1,,,,,,Y,H,,M,,,N,,,,,,Auth comp ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,230,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,I,,,,,?,0,Structure_interaction,Auth_comp_ID_1,?,?,N,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
53820,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Auth_atom_ID_1,,,,,,Y,H,,M,,,N,,,,,,Auth atom ID 1,VARCHAR(15),,,,,N,N,,,,,,,,,Y,240,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,I,,,,,?,0,Structure_interaction,Auth_atom_ID_1,?,?,N,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
53830,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Auth_entity_assembly_ID_2,,,,,,Y,H,,M,,,N,,,,,,Auth entity assembly ID 2,INTEGER,,,,,N,N,,,,,,,,,Y,250,,,,,,0,2,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,Structure_interaction,Auth_entity_assembly_ID_2,?,?,N,,N,N,int,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number.,,N,,?,,,,,,,,?,?,?
53840,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Auth_seq_ID_2,,,,,,Y,H,,M,,,N,,,,,,Auth seq ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,260,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,I,,,,,?,0,Structure_interaction,Auth_seq_ID_2,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,,N,,?,,,,,,,,?,?,?
53850,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Auth_comp_ID_2,,,,,,Y,H,,M,,,N,,,,,,Auth comp ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,270,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,I,,,,,?,0,Structure_interaction,Auth_comp_ID_2,?,?,N,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
53860,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Auth_atom_ID_2,,,,,,Y,H,,M,,,N,,,,,,Auth atom ID 2,VARCHAR(15),,,,,N,N,,,,,,,,,Y,280,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,I,,,,,?,0,Structure_interaction,Auth_atom_ID_2,?,?,N,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,,,,,,,,?,?,?
53870,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Structure_interaction_list,Sf_ID,,,,Y,290,,,,,,4,?,n/a,Pointer to '_Structure_interaction_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Structure_interaction_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Structure_interaction,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Structure_interaction_list.Sf_ID',,N,,?,,,,,,,,?,?,?
53880,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,300,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Structure_interaction,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
53890,structure_interactions,N,T6,8,structure,670,Structure interaction,_Structure_interaction.Structure_interaction_list_ID,,,,,,Y,H,,M,,,N,,,,,,Structure interaction list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Structure_interaction_list,ID,,,,Y,310,,,,,,5,?,n/a,Pointer to '_Structure_interaction_list.ID',?,?,Y,Y,N,N,N,,,,_Structure_interaction_list.ID,V,V,,,,,V,V,,,,,?,0,Structure_interaction,Structure_interaction_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Structure_interaction_list.ID',,N,,Y,,,,,,,,?,?,?
53900,structure_interactions,N,T6,8,structure,670,Observed conformer,_Observed_conformer.Structure_interaction_ID,,,,,,Y,H,,M,,,N,,,,,,Structure interaction ID,INTEGER,NOT NULL,,,,N,N,,Y,,Structure_interaction,ID,,,,Y,10,,,,,,0,?,n/a,Pointer to '_Structure_interaction.ID',?,?,Y,Y,N,N,N,,,,_Structure_interaction.ID,O,O,,,,,O,O,,,,,?,0,Observed_conformer,Structure_interaction_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Structure_interaction.ID',,N,,?,,,,,,,,?,?,?
53910,structure_interactions,N,T6,8,structure,670,Observed conformer,_Observed_conformer.Conformer_family_coord_set_ID,,,,,,Y,H,,M,,,N,,,,,,Conformer family coord set ID,INTEGER,NOT NULL,,,,N,N,,Y,,Conformer_family_coord_set,ID,,,,Y,20,,,,,,0,?,n/a,Pointer to '_Conformer_family_coord_set.ID',?,?,Y,Y,N,N,N,,,,_Conformer_family_coord_set.ID,O,O,,,,,O,O,,,,,?,0,Observed_conformer,Conformer_family_coord_set_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Conformer_family_coord_set.ID',,N,,?,,,,,,,,?,?,?
53920,structure_interactions,N,T6,8,structure,670,Observed conformer,_Observed_conformer.Atom_site_model_ID,,,,,,Y,H,,M,,,N,,,,,,Atom site model ID,INTEGER,NOT NULL,,,,N,N,,Y,,Atom_site,Model_ID,,,,Y,30,,,,,,0,?,Observed conformer ID,Pointer to '_Atom_site.Model_ID',?,?,Y,Y,N,N,N,,,,_Atom_site.Model_ID,O,O,,,,,O,O,,,,,?,0,Observed_conformer,Atom_site_model_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Atom_site.Model_ID',,N,,?,,,,,,,,?,?,?
53930,structure_interactions,N,T6,8,structure,670,Observed conformer,_Observed_conformer.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Structure_interaction_list,Sf_ID,,,,Y,40,,,,,,4,?,n/a,Pointer to '_Structure_interaction_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Structure_interaction_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Observed_conformer,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Structure_interaction_list.Sf_ID',,N,,?,,,,,,,,?,?,?
53940,structure_interactions,N,T6,8,structure,670,Observed conformer,_Observed_conformer.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,50,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,O,O,,,,,?,0,Observed_conformer,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
53950,structure_interactions,N,T6,8,structure,670,Observed conformer,_Observed_conformer.Structure_interaction_list_ID,,,,,,Y,H,,M,,,N,,,,,,Structure interaction list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Structure_interaction_list,ID,,,,Y,60,,,,,,5,?,n/a,Pointer to '_Structure_interaction_list.ID',?,?,Y,Y,N,N,N,,,,_Structure_interaction_list.ID,O,O,,,,,O,O,,,,,?,0,Observed_conformer,Structure_interaction_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Structure_interaction_list.ID',,N,,Y,,,,,,,,?,?,?
53960,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Sf_category,,,,,,Y,H,,M,,,N,,,,,,Sf category,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,N,14790,,,,,,1,?,n/a,Category definition for the information content of the save frame,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,Other_struct_feature_list,Sf_category,?,?,N,,Y,N,code,,,,,Category definition for the information content of the save frame,,N,,?,,,,,,,,?,?,?
53970,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Sf_framecode,,,,,,Y,H,,M,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,14800,,,,,,2,?,Label for this set of annotations for other deduced structural features,A label for the save frame that describes in very brief terms the information contained in the save frame.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Other_struct_feature_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label for the save frame that describes in very brief terms the information contained in the save frame.,,N,,?,,,,,,,,?,?,?
53980,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,14810,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Other_struct_feature_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
53990,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,14820,,,,,,4,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Other_struct_feature_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
54000,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.ID,,,,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,14830,,,,,,5,?,n/a,Unique identifier for the reported list of structure features.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Other_struct_feature_list,ID,Y,?,N,,Y,N,int,,,,,Unique identifier for the reported list of structure features.,,N,,Y,,,,,,,,?,?,?
54010,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Name,,,,,,Y,H,,M,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,14840,,,,,,0,?,Name for this set of annotations for other deduced structural features,A name for the data set that describes in very brief terms the information contained in the data set.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Other_struct_feature_list,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,,,,,,,,?,?,?
54020,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Struct_feature_name,,,,,,Y,H,,M,,,N,,,,,,Struct feature name,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,14850,,,,,,0,?,Struct feature name,Author defined name for the reported structural feature.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Other_struct_feature_list,Struct_feature_name,?,?,N,,Y,N,line,,,,,Author defined name for the reported structural feature.,,N,,?,,,,,,,,?,?,?
54030,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Struct_feature_definition,,,,,,Y,H,,M,,,N,,,,,,Struct feature definition,VARCHAR(127),,,,,N,N,,,,,,,,,N,14860,,,,,,0,?,Struct feature definition,Author provided definition for the reported structural feature.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Other_struct_feature_list,Struct_feature_definition,?,?,N,,Y,N,line,,,,,Author provided definition for the reported structural feature.,,N,,?,,,,,,,,?,?,?
54040,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Details,,,,,,Y,H,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,14870,,,,,,0,?,Details,Text description providing additional information about the reported structure feature.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Other_struct_feature_list,Details,?,?,N,,Y,N,text,,,,,Text description providing additional information about the reported structure feature.,,N,,?,,,,,,,,?,?,?
54050,other_struct_features,N,R,8,structure,710,Other struct feature list,_Other_struct_feature_list.Selection_method,,,,,,Y,H,,M,,,N,,,,,,Selection method,TEXT,,,,,N,N,,,,,,,,,N,14880,,,,,,0,?,Selection method,Method used to identify and define this structure element,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Other_struct_feature_list,Selection_method,?,?,N,,Y,N,text,,,,,Method used to identify and define this structure element,,N,,?,,,,,,,,?,?,?
54060,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.ID,,,,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,Unique identifier for the reported structure feature.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Other_struct_feature,ID,Y,?,N,,N,N,int,,,,,Unique identifier for the reported structure feature.,,N,,?,,,,,,,,?,?,?
54070,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Entity_assembly_ID,,,,,,Y,H,,M,,,N,,,,,,Entity assembly ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,20,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,V,,,,,V,V,,,,,?,0,Other_struct_feature,Entity_assembly_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,,,,,,,,?,?,?
54080,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Entity_ID,,,,,,Y,H,,M,,,N,,,,,,Entity ID,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,30,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,V,,,,,V,V,,,,,?,0,Other_struct_feature,Entity_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,,,,,,,,?,?,?
54090,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Seq_ID,,,,,,Y,H,,M,,,N,,,,,,Seq ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,40,,,,,,0,?,Chem comp seq num,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,V,V,,,,,V,V,,,,,?,0,Other_struct_feature,Seq_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,,,,,,,,?,?,?
54100,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Auth_seq_ID,,,,,,Y,H,,M,,,N,,,,,,Auth seq ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,50,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Other_struct_feature,Auth_seq_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,,N,,?,,,,,,,,?,?,?
54110,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Code,,,,,,Y,H,,M,,,N,,,,,,Code,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,Y,60,,,,,,0,?,Other struct feature code,Code used to define the type of structure feature.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Other_struct_feature,Code,?,?,N,,N,N,code,,,,,Code used to define the type of structure feature.,,N,,?,,,,,,,,?,?,?
54120,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Other_struct_feature_list,Sf_ID,,,,Y,70,,,,,,4,?,n/a,Pointer to '_Other_struct_feature_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Other_struct_feature_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Other_struct_feature,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Other_struct_feature_list.Sf_ID',,N,,?,,,,,,,,?,?,?
54130,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,80,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Other_struct_feature,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
54140,other_struct_features,N,T6,8,structure,710,Other struct feature,_Other_struct_feature.Other_struct_feature_list_ID,,,,,,Y,H,,M,,,N,,,,,,Other struct feature list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Other_struct_feature_list,ID,,,,Y,90,,,,,,5,?,n/a,Pointer to '_Other_struct_feature_list.ID',?,?,Y,Y,N,N,N,,,,_Other_struct_feature_list.ID,V,V,,,,,V,V,,,,,?,0,Other_struct_feature,Other_struct_feature_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Other_struct_feature_list.ID',,N,,Y,,,,,,,,?,?,?
54150,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,14890,,,,,,1,?,Sf category,Category definition for the information content of the save frame,?,?,Y,Y,N,Y,N,,,,,V,V,,,,,V,V,,,,,?,0,Tensor_list,Sf_category,?,?,N,,Y,N,code,,,,,Category definition for the information content of the save frame,,N,,?,,,,,,,,?,?,?
54160,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),,,,,N,N,,,,,,,,,N,14900,,,,,,2,?,Tensor data set label,A label for the save frame that describes in very brief terms the information contained in the save frame.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,I,I,,,,,Tensor_data_1,1,Tensor_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label for the save frame that describes in very brief terms the information contained in the save frame.,,N,,?,,,,,,,,?,?,?
54170,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,14910,,,,,,3,?,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Tensor_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
54180,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,14920,,,,,,4,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Tensor_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
54190,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.ID,,,,,,Y,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,14930,,,,,,5,?,n/a,Unique identifier for the list of chemical shift tensors.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Tensor_list,ID,Y,?,N,,Y,N,int,,,,,Unique identifier for the list of chemical shift tensors.,,N,,Y,,,,,,,,?,?,?
54200,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Name,,,,,,Y,Y,,B,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,14940,,,,,,0,?,Tensor data set name,A name for the data set that describes in very brief terms the information contained in the data set.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,,,,,,,,?,?,?
54210,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Data_file_name,,,,,,Y,Y,,B,,,N,,,,,,Data file name,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,14950,,19,,,,0,?,Name of the uploaded data file,Name of the file uploaded for this deposition that contains the reported set of tensor data.,?,?,Y,Y,N,N,N,,,,,I,V,,,,,I,V,,,,,?,1,Tensor_list,Data_file_name,?,?,N,,Y,N,line,,,,,Name of the auxiliary file containing tensor data.,,N,,?,,,,,,,,?,?,?
54220,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Tensor_type,,,,,,Y,Y,,B,,,Y,Y,,,,,Tensor type,VARCHAR(127),,,,,N,N,,,,,,,,,N,14960,,,,,,0,?,Type of tensor in the data set,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Tensor_type,?,?,N,,Y,N,line,,,,,The type of tensor data reported.,,N,,?,,,,,,,,?,?,?
54230,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Tensor_shape,,,,,,Y,N,,B,,,Y,Y,,,,,Tensor shape,VARCHAR(127),,,,,N,N,,,,,,,,,N,14970,,,,,,0,?,Shape of the tensor,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Tensor_shape,?,?,N,,Y,N,line,,,,,The shape of the tensor.,,N,,?,,,,,,,,?,?,?
54240,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Matrix_val_units,,,,,,Y,Y,,B,,,Y,Y,,,,,Matrix val units,VARCHAR(15),,,,,N,N,,,,,,,,,N,14980,,,,,,0,?,Units for values in the tensor matrix,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Matrix_val_units,?,?,N,,Y,N,code,,,,,The units for the matrix values.,,N,,?,,,,,,,,?,?,?
54250,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Isotropic_val_type,,,,,,Y,N,,B,,,N,,,,,,Isotropic val type,VARCHAR(127),,,,,N,N,,,,,,,,,N,14990,,,,,,0,?,Isotropic value type,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Isotropic_val_type,?,?,N,,Y,N,line,,,,,The type of isotropic value reported.,,N,,?,,,,,,,,?,?,?
54260,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Angle_units,,,,,,Y,N,,B,,,N,,,,,,Angle units,VARCHAR(15),,,,,N,N,,,,,,,,,N,15000,,,,,,0,?,Tensor angle units,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Angle_units,?,?,N,,Y,N,code,,,,,The units for the reported angle.,,N,,?,,,,,,,,?,?,?
54270,tensor,N,R,8,structure,711,Tensor list,_Tensor_list.Isotropic_val_formula,,,,,,Y,N,,B,,,N,,,,,,Isotropic val formula,VARCHAR(127),,,,,N,N,,,,,,,,,N,15010,,,,,,0,?,Isotropic value formula,?,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Tensor_list,Isotropic_val_formula,?,?,N,,Y,N,line,,,,,The formula for the isotropic value.,,N,,?,,,,,,,,?,?,?
